Location,Latitude,Longitude,Context,Presence
Walden Pond,42.4391932,-71.33937794240677,"I have thought that Walden Pond would be a good place for business, not solely on account of the railroad and the ice trade; it offers advantages which it may not be good policy to divulge; it is a good port and a good foundation.",Mentally present
Walden Pond,42.4391932,-71.33937794240677,"Near the end of March, 1845, I borrowed an axe and went down to the woods by Walden Pond, nearest to where I intended to build my house, and began to cut down some tall, arrowy white pines, still in their youth, for timber.",Unclear
Walden Pond,42.4391932,-71.33937794240677,"Ay, the deep Walden Pond and cool Brister’s Spring﻿—privilege to drink long and healthy draughts at these, all unimproved by these men but to dilute their glass.",Unclear
Walden Pond,42.4391932,-71.33937794240677,"I have been surprised to consider that the only obvious employment, except wood-chopping, ice-cutting, or the like business, which ever to my knowledge detained at Walden Pond for a whole half-day any of my fellow-citizens, whether fathers or children of the town, with just one exception, was fishing.",Unclear
Walden Pond,42.4391932,-71.33937794240677,"At night there was never a traveller passed my house, or knocked at my door, more than if I were the first or last man; unless it were in the spring, when at long intervals some came from the village to fish for pouts﻿—they plainly fished much more in the Walden Pond of their own natures, and baited their hooks with darkness﻿—but they soon retreated, usually with light baskets, and left “the world to darkness and to me,” and the black kernel of the night was never profaned by any human neighborhood.",Unclear
Walden Pond,42.4391932,-71.33937794240677,"I am no more lonely than the loon in the pond that laughs so loud, or than Walden Pond itself.",Unclear
Walden Pond,42.4391932,-71.33937794240677,"I have occasional visits in the long winter evenings, when the snow falls fast and the wind howls in the wood, from an old settler and original proprietor, who is reported to have dug Walden Pond, and stoned it, and fringed it with pine woods; who tells me stories of old time and of new eternity; and between us we manage to pass a cheerful evening with social mirth and pleasant views of things, even without apples or cider﻿—a most wise and humorous friend, whom I love much, who keeps himself more secret than ever did Goffe or Whalley; and though he is thought to be dead, none can show where he is buried.",Mentally present
Walden Pond,42.4391932,-71.33937794240677,"

As I was desirous to recover the long lost bottom of Walden Pond, I surveyed it carefully, before the ice broke up, early in ’46, with compass and chain and sounding line.",Unclear
Walden Pond,42.4391932,-71.33937794240677,"They said that a gentleman farmer, who was behind the scenes, wanted to double his money, which, as I understood, amounted to half a million already; but in order to cover each one of his dollars with another, he took off the only coat, ay, the skin itself, of Walden Pond in the midst of a hard winter.",Unclear
Walden Pond,42.4391932,-71.33937794240677,"Perhaps on that spring morning when Adam and Eve were driven out of Eden Walden Pond was already in existence, and even then breaking up in a gentle spring rain accompanied with mist and a southerly wind, and covered with myriads of ducks and geese, which had not heard of the fall, when still such pure lakes sufficed them.",Unclear
Walden Pond,42.4391932,-71.33937794240677,"Even then it had commenced to rise and fall, and had clarified its waters and colored them of the hue they now wear, and obtained a patent of Heaven to be the only Walden Pond in the world and distiller of celestial dews.",Likely physically present (positive sentiment)
Walden Pond,42.4391932,-71.33937794240677,"He suggested that there might be men of genius in the lowest grades of life, however permanently humble and illiterate, who take their own view always, or do not pretend to see at all; who are as bottomless even as Walden Pond was thought to be, though they may be dark and muddy.",Mentally present
Walden Pond,42.4391932,-71.33937794240677,"One old hunter who has a dry tongue, who used to come to bathe in Walden once every year when the water was warmest, and at such times looked in upon me, told me that many years ago he took his gun one afternoon and went out for a cruise in Walden Wood; and as he walked the Wayland road he heard the cry of hounds approaching, and ere long a fox leaped the wall into the road, and as quick as thought leaped the other wall out of the road, and his swift bullet had not touched him.",Both physically and mentally present
North,13.45911,-2.2496367403016495,"I sometimes wonder that we can be so frivolous, I may almost say, as to attend to the gross but somewhat foreign form of servitude called Negro Slavery, there are so many keen and subtle masters that enslave both North and South.",Unclear
South,18.2612839,-73.8444985,"I sometimes wonder that we can be so frivolous, I may almost say, as to attend to the gross but somewhat foreign form of servitude called Negro Slavery, there are so many keen and subtle masters that enslave both North and South.",Unclear
South,18.2612839,-73.8444985,"I hardly need refer now to the laborers in our Southern States who produce the staple exports of this country, and are themselves a staple production of the South.",Unclear
Elysian,44.1988205,-93.6733978,"The summer, in some climates, makes possible to man a sort of Elysian life.",Unclear
the Celestial Empire,,,"If your trade is with the Celestial Empire, then some small counting house on the coast, in some Salem harbor, will be fixture enough.",Unclear
the Celestial Empire,,,"I think that in the railroad car we are inclined to spend more on luxury than on safety and convenience, and it threatens without attaining these to become no better than a modern drawing-room, with its divans, and ottomans, and sunshades, and a hundred other oriental things, which we are taking west with us, invented for the ladies of the harem and the effeminate natives of the Celestial Empire, which Jonathan should be ashamed to know the names of.",Mentally present
Salem,44.9391565,-123.033121,"If your trade is with the Celestial Empire, then some small counting house on the coast, in some Salem harbor, will be fixture enough.",Unclear
Jersey,49.2214561,-2.1358386,"To oversee all the details yourself in person; to be at once pilot and captain, and owner and underwriter; to buy and sell and keep the accounts; to read every letter received, and write or read every letter sent; to superintend the discharge of imports night and day; to be upon many parts of the coast almost at the same time﻿—often the richest freight will be discharged upon a Jersey shore;﻿—to",Likely physically present (positive sentiment)
La Prouse;﻿—universal,,,"be your own telegraph, unweariedly sweeping the horizon, speaking all passing vessels bound coastwise; to keep up a steady despatch of commodities, for the supply of such a distant and exorbitant market; to keep yourself informed of the state of the markets, prospects of war and peace everywhere, and anticipate the tendencies of trade and civilization﻿—taking advantage of the results of all exploring expeditions, using new passages and all improvements in navigation;﻿—charts to be studied, the position of reefs and new lights and buoys to be ascertained, and ever, and ever, the logarithmic tables to be corrected, for by the error of some calculator the vessel often splits upon a rock that should have reached a friendly pier﻿—there is the untold fate of La Prouse;﻿—universal science to be kept pace with, studying the lives of all great discoverers and navigators, great adventurers and merchants, from Hanno and the Phoenicians down to our day; in fine, account of stock to be taken from time to time, to know how you stand.",Likely physically present (positive sentiment)
Hanno,35.8556902,139.3276436,"be your own telegraph, unweariedly sweeping the horizon, speaking all passing vessels bound coastwise; to keep up a steady despatch of commodities, for the supply of such a distant and exorbitant market; to keep yourself informed of the state of the markets, prospects of war and peace everywhere, and anticipate the tendencies of trade and civilization﻿—taking advantage of the results of all exploring expeditions, using new passages and all improvements in navigation;﻿—charts to be studied, the position of reefs and new lights and buoys to be ascertained, and ever, and ever, the logarithmic tables to be corrected, for by the error of some calculator the vessel often splits upon a rock that should have reached a friendly pier﻿—there is the untold fate of La Prouse;﻿—universal science to be kept pace with, studying the lives of all great discoverers and navigators, great adventurers and merchants, from Hanno and the Phoenicians down to our day; in fine, account of stock to be taken from time to time, to know how you stand.",Likely physically present (positive sentiment)
Hanno,35.8556902,139.3276436,"With favoring winds it is wafted past the site of the fabulous islands of Atlantis and the Hesperides, makes the periplus of Hanno, and, floating by Ternate and Tidore and the mouth of the Persian Gulf, melts in the tropic gales of the Indian seas, and is landed in ports of which Alexander only heard the names.",Likely physically present (positive sentiment)
Neva,59.8354498,30.5614758,No Neva marshes to be filled; though you must everywhere build on piles of your own driving.,Unclear
Neva,59.8354498,30.5614758,"It is said that a flood-tide, with a westerly wind, and ice in the Neva, would sweep St. Petersburg from the face of the earth.",Unclear
Petersburg,37.227928,-77.4019268,"It is said that a flood-tide, with a westerly wind, and ice in the Neva, would sweep St. Petersburg from the face of the earth.",Unclear
Russia,64.6863136,97.7453061,"When Madam Pfeiffer, in her adventurous travels round the world, from east to west, had got so near home as Asiatic Russia, she says that she felt the necessity of wearing other than a travelling dress, when she went to meet the authorities, for she “was now in a civilized country, where —﻿—﻿— people are judged of by their clothes.”",Unclear
the Cannibal Islands,,,"We are amused at beholding the costume of Henry VIII, or Queen Elizabeth, as much as if it was that of the King and Queen of the Cannibal Islands.",Unclear
Rumford,44.5460049,-70.5458422,"An annual rent of from twenty-five to a hundred dollars (these are the country rates) entitles him to the benefit of the improvements of centuries, spacious apartments, clean paint and paper, Rumford fireplace, back plastering, Venetian blinds, copper pump, spring lock, a commodious cellar, and many other things.",Likely physically present (positive sentiment)
Israel,31.39480005,34.63358319049945,"
“As I live, saith the Lord God, ye shall not have occasion any more to use this proverb in Israel.”",Unclear
Ireland,52.865196,-7.9794599,"Or I could refer you to Ireland, which is marked as one of the white or enlightened spots on the map.",Unclear
Ireland,52.865196,-7.9794599,"I did not know whether they had come to sow a crop of winter rye, or some other kind of grain recently introduced from Iceland.",Unclear
States,,,"I hardly need refer now to the laborers in our Southern States who produce the staple exports of this country, and are themselves a staple production of the South.",Unclear
States,,,"He was about twenty-eight years old, and had left Canada and his father’s house a dozen years before to work in the States, and earn money to buy a farm with at last, perhaps in his native country.",Unclear
the Province of New Netherland,,,"The secretary of the Province of New Netherland, writing in Dutch, in 1650, for the information of those who wished to take up land there, states more particularly that “those in New Netherland, and especially in New England, who have no means to build farmhouses at first according to their wishes, dig a square pit in the ground, cellar fashion, six or seven feet deep, as long and as broad as they think proper, case the earth inside with wood all round the wall, and line the wood with the bark of trees or something else to prevent the caving in of the earth; floor this cellar with plank, and wainscot it overhead for a ceiling, raise a roof of spars clear up, and cover the spars with bark or green sods, so that they can live dry and warm in these houses with their entire families for two, three, and four years, it being understood that partitions are run through those cellars which are adapted to the size of the family.",Unclear
New Netherland,42.875403382232356,-73.75415319081665,"The secretary of the Province of New Netherland, writing in Dutch, in 1650, for the information of those who wished to take up land there, states more particularly that “those in New Netherland, and especially in New England, who have no means to build farmhouses at first according to their wishes, dig a square pit in the ground, cellar fashion, six or seven feet deep, as long and as broad as they think proper, case the earth inside with wood all round the wall, and line the wood with the bark of trees or something else to prevent the caving in of the earth; floor this cellar with plank, and wainscot it overhead for a ceiling, raise a roof of spars clear up, and cover the spars with bark or green sods, so that they can live dry and warm in these houses with their entire families for two, three, and four years, it being understood that partitions are run through those cellars which are adapted to the size of the family.",Unclear
Troy,42.7284117,-73.6917878,"He was there to represent spectatordom, and help make this seemingly insignificant event one with the removal of the gods of Troy.",Unclear
Neptune,39.0753562,-81.7798545,"If I wished a boy to know something about the arts and sciences, for instance, I would not pursue the common course, which is merely to send him into the neighborhood of some professor, where anything is professed and practised but the art of life;﻿—to survey the world through a telescope or a microscope, and never with his natural eye; to study chemistry, and not learn how his bread is made, or mechanics, and not learn how it is earned; to discover new satellites to Neptune, and not detect the motes in his eyes, or to what vagabond he is a satellite himself; or to be devoured by the monsters that swarm all around him, while contemplating the monsters in a drop of vinegar.",Unclear
Maine,45.709097,-68.8590201,"We are in great haste to construct a magnetic telegraph from Maine to Texas; but Maine and Texas, it may be, have nothing important to communicate.",Unclear
Maine,45.709097,-68.8590201,"We are in great haste to construct a magnetic telegraph from Maine to Texas; but Maine and Texas, it may be, have nothing important to communicate.",Unclear
Maine,45.709097,-68.8590201,"Here goes lumber from the Maine woods, which did not go out to sea in the last freshet, risen four dollars on the thousand because of what did go out or was split up; pine, spruce, cedar﻿—first, second, third, and fourth qualities, so lately all of one quality, to wave over the bear, and moose, and caribou.",Unclear
Maine,45.709097,-68.8590201,"I never fastened my door night or day, though I was to be absent several days; not even when the next fall I spent a fortnight in the woods of Maine.",Unclear
the Old World,63.4335982,10.4860819,"We are eager to tunnel under the Atlantic and bring the Old World some weeks nearer to the New; but perchance the first news that will leak through into the broad, flapping American ear will be that the Princess Adelaide has the whooping cough.",Unclear
Fitchburg,42.5854371,-71.8046023,"One says to me, “I wonder that you do not lay up money; you love to travel; you might take the cars and go to Fitchburg today and see the country.”",Likely physically present (positive sentiment)
Fitchburg,42.5854371,-71.8046023,"Instead of going to Fitchburg, you will be working here the greater part of the day.",Unclear
the Bhagvat-Geeta,,,How much more admirable the Bhagvat-Geeta than all the ruins of the East!,Unclear
East,12.255555,1.0095763618883151,How much more admirable the Bhagvat-Geeta than all the ruins of the East!,Unclear
Arcadia,44.513843,-68.4195573,"In Arcadia, when I was there, I did not see any hammering stone.",Physically present
Thebes,37.2208838,-89.4609209,The grandeur of Thebes was a vulgar grandeur.,Likely physically present (positive sentiment)
Thebes,37.2208838,-89.4609209,More sensible is a rod of stone wall that bounds an honest man’s field than a hundred-gated Thebes that has wandered farther from the true end of life.,Likely physically present (positive sentiment)
Admetus,38.76505855,-77.15655255,"While my acquaintances went unhesitatingly into trade or the professions, I contemplated this occupation as most like theirs; ranging the hills all summer to pick the berries which came in my way, and thereafter carelessly dispose of them; so, to keep the flocks of Admetus.",Unclear
Sahara,22.25,9.8,"When Phaeton, wishing to prove his heavenly birth by his beneficence, had the sun’s chariot but one day, and drove out of the beaten track, he burned several blocks of houses in the lower streets of heaven, and scorched the surface of the earth, and dried up every spring, and made the great desert of Sahara, till at length Jupiter hurled him headlong to the earth with a thunderbolt, and the sun, through grief at his death, did not shine for a year.",Unclear
Gulistan,37.1984436,55.070672,"I read in the Gulistan, or Flower Garden, of Sheik Sadi of Shiraz, that “they asked a wise man, saying: Of the many celebrated trees which the Most High God has created lofty and umbrageous, they call none azad, or free, excepting the cypress, which bears no fruit; what mystery is there in this?",Likely physically present (positive sentiment)
Flower Garden,51.5711579,-0.16877068538535678,"I read in the Gulistan, or Flower Garden, of Sheik Sadi of Shiraz, that “they asked a wise man, saying: Of the many celebrated trees which the Most High God has created lofty and umbrageous, they call none azad, or free, excepting the cypress, which bears no fruit; what mystery is there in this?",Likely physically present (positive sentiment)
Shiraz,29.6060218,52.5378041,"I read in the Gulistan, or Flower Garden, of Sheik Sadi of Shiraz, that “they asked a wise man, saying: Of the many celebrated trees which the Most High God has created lofty and umbrageous, they call none azad, or free, excepting the cypress, which bears no fruit; what mystery is there in this?",Likely physically present (positive sentiment)
Tigris,37.0228306,-92.771281,"He replied, Each has its appropriate produce, and appointed season, during the continuance of which it is fresh and blooming, and during their absence dry and withered; to neither of which states is the cypress exposed, being always flourishing; and of this nature are the azads, or religious independents.﻿—Fix not thy heart on that which is transitory; for the Dijlah, or Tigris, will continue to flow through Bagdad after the race of caliphs is extinct: if thy hand has plenty, be liberal as the date tree; but if it affords nothing to give away, be an azad, or free man, like the cypress.”


Complemental Verses
The Pretensions of Poverty


Thou dost presume too much, poor needy wretch,

To claim a station in the firmament

Because thy humble cottage, or thy tub,

Nurses some lazy or pedantic virtue

In the cheap sunshine or by shady springs,

With roots and pot-herbs; where thy right hand,

Tearing those humane passions from the mind,

Upon whose stocks fair blooming virtues flourish,

Degradeth nature, and benumbeth sense,

And, Gorgon-like, turns active men to stone.

We not require the dull society

Of your necessitated temperance,

Or that unnatural stupidity

That knows nor joy nor sorrow; nor your forc’d

Falsely exalted passive fortitude

Above the active.",Likely physically present (positive sentiment)
Bagdad,33.3061701,44.3872213,"He replied, Each has its appropriate produce, and appointed season, during the continuance of which it is fresh and blooming, and during their absence dry and withered; to neither of which states is the cypress exposed, being always flourishing; and of this nature are the azads, or religious independents.﻿—Fix not thy heart on that which is transitory; for the Dijlah, or Tigris, will continue to flow through Bagdad after the race of caliphs is extinct: if thy hand has plenty, be liberal as the date tree; but if it affords nothing to give away, be an azad, or free man, like the cypress.”


Complemental Verses
The Pretensions of Poverty


Thou dost presume too much, poor needy wretch,

To claim a station in the firmament

Because thy humble cottage, or thy tub,

Nurses some lazy or pedantic virtue

In the cheap sunshine or by shady springs,

With roots and pot-herbs; where thy right hand,

Tearing those humane passions from the mind,

Upon whose stocks fair blooming virtues flourish,

Degradeth nature, and benumbeth sense,

And, Gorgon-like, turns active men to stone.

We not require the dull society

Of your necessitated temperance,

Or that unnatural stupidity

That knows nor joy nor sorrow; nor your forc’d

Falsely exalted passive fortitude

Above the active.",Likely physically present (positive sentiment)
Walden Woods;﻿—Cato,,,"East of my bean-field, across the road, lived Cato Ingraham, slave of Duncan Ingraham, Esquire, gentleman, of Concord village, who built his slave a house, and gave him permission to live in Walden Woods;﻿—Cato, not Uticensis, but Concordiensis.",Physically present
the Walden Woods,49.301617199999995,-94.6696447396798,"Here, by the very corner of my field, still nearer to town, Zilpha, a colored woman, had her little house, where she spun linen for the townsfolk, making the Walden Woods ring with her shrill singing, for she had a loud and notable voice.",Unclear
the Walden Woods,49.301617199999995,-94.6696447396798,Napoleon went to St. Helena; Quoil came to Walden Woods.,Unclear
Helena,46.5927425,-112.036277,Napoleon went to St. Helena; Quoil came to Walden Woods.,Unclear
Brister’s,42.44780813236215,-71.33591854852206,"Ay, the deep Walden Pond and cool Brister’s Spring﻿—privilege to drink long and healthy draughts at these, all unimproved by these men but to dilute their glass.",Unclear
Sutton,30.51216325,-100.53841807826248,"When the snow lay deepest no wanderer ventured near my house for a week or fortnight at a time, but there I lived as snug as a meadow mouse, or as cattle and poultry which are said to have survived for a long time buried in drifts, even without food; or like that early settler’s family in the town of Sutton, in this State, whose cottage was completely covered by the great snow of 1717 when he was absent, and an Indian found it only by the hole which the chimney’s breath made in the drift, and so relieved the family.",Physically present
Missouri,38.7604815,-92.5617875,"The traveller on the prairie is naturally a hunter, on the head waters of the Missouri and Columbia a trapper, and at the Falls of St. Mary a fisherman.",Unclear
Columbia,4.099917,-72.9088133,"The traveller on the prairie is naturally a hunter, on the head waters of the Missouri and Columbia a trapper, and at the Falls of St. Mary a fisherman.",Unclear
the Falls of St.,41.3722714,-81.9023602,"The traveller on the prairie is naturally a hunter, on the head waters of the Missouri and Columbia a trapper, and at the Falls of St. Mary a fisherman.",Unclear
Greece,38.9953683,21.9877132,"Such apparently slight causes destroyed Greece and Rome, and will destroy England and America.",Unclear
Greece,38.9953683,21.9877132,"They had not learned the nobler dialects of Greece and Rome, but the very materials on which they were written were waste paper to them, and they prized instead a cheap contemporary literature.",Unclear
Ceres,45.3133772,7.3896883,"Some Indian Ceres or Minerva must have been the inventor and bestower of it; and when the reign of poetry commences here, its leaves and string of nuts may be represented on our works of art.",Unclear
Ceres,45.3133772,7.3896883,"He sacrifices not to Ceres and the Terrestrial Jove, but to the infernal Plutus rather.",Unclear
Ceres,45.3133772,7.3896883,"Cato says that the profits of agriculture are particularly pious or just (maximeque pius quaestus), and according to Varro the old Romans “called the same earth Mother and Ceres, and thought that they who cultivated it led a pious and useful life, and that they alone were left of the race of King Saturn.”",Mentally present
Mesopotamia,34.90348665,42.05888055600657,"Many of the villages of Mesopotamia are built of secondhand bricks of a very good quality, obtained from the ruins of Babylon, and the cement on them is older and probably harder still.",Unclear
Babylon,49.3975285,12.8617005,"Many of the villages of Mesopotamia are built of secondhand bricks of a very good quality, obtained from the ruins of Babylon, and the cement on them is older and probably harder still.",Unclear
the North West Territory,,,"How can the scholar, who dwells away in the North West Territory or the Isle of Man, tell what is parliamentary in the kitchen?",Unclear
the Isle of Man,54.15060185,-4.48240567663438,"How can the scholar, who dwells away in the North West Territory or the Isle of Man, tell what is parliamentary in the kitchen?",Unclear
Mexico,19.4326296,-99.1331785,"Night after night the geese came lumbering in the dark with a clangor and a whistling of wings, even after the ground was covered with snow, some to alight in Walden, and some flying low over the woods toward Fair Haven, bound for Mexico.",Unclear
Flint,43.0161693,-83.6900211,"In 1845 Walden froze entirely over for the first time on the night of the 22nd of December, Flint’s and other shallower ponds and the river having been frozen ten days or more; in ’46, the 16th; in ’49, about the 31st; and in ’50, about the 27th of December; in ’52, the 5th of January; in ’53, the 31st of December.",Unclear
Flint,43.0161693,-83.6900211,"One pleasant morning after a cold night, February 24th, 1850, having gone to Flint’s Pond to spend the day, I noticed with surprise, that when I struck the ice with the head of my axe, it resounded like a gong for many rods around, or as if I had struck on a tight drumhead.",Likely physically present (positive sentiment)
Flint,43.0161693,-83.6900211,"Flint’s Pond, a mile eastward, allowing for the disturbance occasioned by its inlets and outlets, and the smaller intermediate ponds also, sympathize with Walden, and recently attained their greatest height at the same time with the latter.",Unclear
Flint,43.0161693,-83.6900211,"Goose Pond, of small extent, is on my way to Flint’s; Fair Haven, an expansion of Concord River, said to contain some seventy acres, is a mile southwest; and White Pond, of about forty acres, is a mile and a half beyond Fair Haven.",Likely physically present (positive sentiment)
Philadelphia,39.9527237,-75.1635262,"Michaux, more than thirty years ago, says that the price of wood for fuel in New York and Philadelphia “nearly equals, and sometimes exceeds, that of the best wood in Paris, though this immense capital annually requires more than three hundred thousand cords, and is surrounded to the distance of three hundred miles by cultivated plains.”",Likely physically present (positive sentiment)
Walden vale,51.3746871,-2.334237600000002,"When the villagers were lighting their fires beyond the horizon, I too gave notice to the various wild inhabitants of Walden vale, by a smoky streamer from my chimney, that I was awake.﻿—


Light-winged Smoke, Icarian bird,

Melting thy pinions in thy upward flight,

Lark without song, and messenger of dawn,

Circling above the hamlets as thy nest;

Or else, departing dream, and shadowy form

Of midnight vision, gathering up thy skirts;

By night star-veiling, and by day

Darkening the light and blotting out the sun;

Go thou my incense upward from this hearth,

And ask the gods to pardon this clear flame.",Likely physically present (positive sentiment)
Europe,51.0,10.0,"But when the several nations of Europe had acquired distinct though rude written languages of their own, sufficient for the purposes of their rising literatures, then first learning revived, and scholars were enabled to discern from that remoteness the treasures of antiquity.",Unclear
Europe,51.0,10.0,"In this country, the village should in some respects take the place of the nobleman of Europe.",Unclear
Asia,51.2086975,89.2343748,It is as much Asia or Africa as New England.,Unclear
yonder star,,,"How far apart, think you, dwell the two most distant inhabitants of yonder star, the breadth of whose disk cannot be appreciated by our instruments?",Unclear
the Milky Way,52.364777700000005,4.881073026725959,is not our planet in the Milky Way?,Unclear
Beacon Hill,42.35684365,-71.06862657516852,"Not to many men surely, the depot, the post-office, the barroom, the meetinghouse, the schoolhouse, the grocery, Beacon Hill, or the Five Points, where men most congregate, but to the perennial source of our life, whence in all our experience we have found that to issue, as the willow stands near the water and sends out its roots in that direction.",Unclear
the Five Points,52.0793095,4.3168706,"Not to many men surely, the depot, the post-office, the barroom, the meetinghouse, the schoolhouse, the grocery, Beacon Hill, or the Five Points, where men most congregate, but to the perennial source of our life, whence in all our experience we have found that to issue, as the willow stands near the water and sends out its roots in that direction.",Unclear
Bright-town﻿—which,,,"And so I went home to my bed, and left him to pick his way through the darkness and the mud to Brighton﻿—or Bright-town﻿—which place he would reach some time in the morning.",Unclear
the Mill Brook,45.07665290317929,-64.48948994349546,"I am no more lonely than the Mill Brook, or a weathercock, or the north star, or the south wind, or an April shower, or a January thaw, or the first spider in a new house.",Unclear
Acheron,39.3151463,20.655792,"For my panacea, instead of one of those quack vials of a mixture dipped from Acheron and the Dead Sea, which come out of those long shallow black-schooner looking wagons which we sometimes see made to carry bottles, let me have a draught of undiluted morning air.",Unclear
the Dead Sea,40.7259787,-111.872331,"For my panacea, instead of one of those quack vials of a mixture dipped from Acheron and the Dead Sea, which come out of those long shallow black-schooner looking wagons which we sometimes see made to carry bottles, let me have a draught of undiluted morning air.",Unclear
the Dismal Swamp,-37.64563955,140.71517460619017,"
Far through unfrequented woods on the confines of towns, where once only the hunter penetrated by day, in the darkest night dart these bright saloons without the knowledge of their inhabitants; this moment stopping at some brilliant station-house in town or city, where a social crowd is gathered, the next in the Dismal Swamp, scaring the owl and fox.",Unclear
the Sierra Nevada,37.98600250626767,-1.138969824049793,"On this morning of the Great Snow, perchance, which is still raging and chilling men’s blood, I bear the muffled tone of their engine bell from out the fog bank of their chilled breath, which announces that the cars are coming, without long delay, notwithstanding the veto of a New England northeast snowstorm, and I behold the plowmen covered with snow and rime, their heads peering, above the mould-board which is turning down other than daisies and the nests of field mice, like boulders of the Sierra Nevada, that occupy an outside place in the universe.",Likely physically present (positive sentiment)
Lake Champlain,44.30846295,-73.32452197139881,"I am refreshed and expanded when the freight train rattles past me, and I smell the stores which go dispensing their odors all the way from Long Wharf to Lake Champlain, reminding me of foreign parts, of coral reefs, and Indian oceans, and tropical climes, and the extent of the globe.",Unclear
Manilla,14.5904492,120.9803621,"I feel more like a citizen of the world at the sight of the palm-leaf which will cover so many flaxen New England heads the next summer, the Manilla hemp and coconut husks, the old junk, gunny bags, scrap iron, and rusty nails.",Unclear
Milwaukee,43.0386475,-87.9090751,"These rags in bales, of all hues and qualities, the lowest condition to which cotton and linen descend, the final result of dress﻿—of patterns which are now no longer cried up, unless it be in Milwaukee, as those splendid articles, English, French, or American prints, ginghams, muslins, etc., gathered from all quarters both of fashion and poverty, going to become paper of one color or a few shades only, on which, forsooth, will be written tales of real life, high and low, and founded on fact!",Unclear
the Grand Banks,-33.9678346,151.1530229,"This closed car smells of salt fish, the strong New England and commercial scent, reminding me of the Grand Banks and the fisheries.",Likely physically present (positive sentiment)
Cuttingsville,43.4885205,-72.8816138,"Here is a hogshead of molasses or of brandy directed to John Smith, Cuttingsville, Vermont, some trader among the Green Mountains, who imports for the farmers near his clearing, and now perchance stands over his bulkhead and thinks of the last arrivals on the coast, how they may affect the price for him, telling his customers this moment, as he has told them twenty times before this morning, that he expects some by the next train of prime quality.",Unclear
Vermont,44.5990718,-72.5002608,"Here is a hogshead of molasses or of brandy directed to John Smith, Cuttingsville, Vermont, some trader among the Green Mountains, who imports for the farmers near his clearing, and now perchance stands over his bulkhead and thinks of the last arrivals on the coast, how they may affect the price for him, telling his customers this moment, as he has told them twenty times before this morning, that he expects some by the next train of prime quality.",Unclear
Vermont,44.5990718,-72.5002608,"He had worn the homemade Vermont gray, he said, and that was good.",Unclear
the Green Mountains,42.92931165,-71.46224000541625,"Here is a hogshead of molasses or of brandy directed to John Smith, Cuttingsville, Vermont, some trader among the Green Mountains, who imports for the farmers near his clearing, and now perchance stands over his bulkhead and thinks of the last arrivals on the coast, how they may affect the price for him, telling his customers this moment, as he has told them twenty times before this morning, that he expects some by the next train of prime quality.",Unclear
the Green Mountains,42.92931165,-71.46224000541625,"Warned by the whizzing sound, I look up from my book and see some tall pine, hewn on far northern hills, which has winged its way over the Green Mountains and the Connecticut, shot like an arrow through the township within ten minutes, and scarce another eye beholds it; going


“to be the mast

Of some great ammiral.",Likely physically present (positive sentiment)
the Green Mountains,42.92931165,-71.46224000541625,"Methinks I hear them barking behind the Peterboro’ Hills, or panting up the western slope of the Green Mountains.",Unclear
the Peterboro’ Hills,,,"Methinks I hear them barking behind the Peterboro’ Hills, or panting up the western slope of the Green Mountains.",Unclear
Nature,22.309171550000002,73.25776805856944,"Near at hand you could fancy it the most melancholy sound in Nature, as if she meant by this to stereotype and make permanent in her choir the dying moans of a human being﻿—some poor weak relic of mortality who has left hope behind, and howls like an animal, yet with human sobs, on entering the dark valley, made more awful by a certain gurgling melodiousness﻿—I find myself beginning with the letters gl when I try to imitate it﻿—expressive of a mind which has reached the gelatinous, mildewy stage in the mortification of all healthy and courageous thought.",Mentally present
the Great Snow﻿—no,,,Instead of no path to the front-yard gate in the Great Snow﻿—no gate﻿—no front-yard﻿—and no path to the civilized world.,Unclear
Sudbury,46.49272,-80.991211,"There was ice still on the meadows, but it was all gone out of the river, and he dropped down without obstruction from Sudbury, where he lived, to Fair Haven Pond, which he found, unexpectedly, covered for the most part with a firm field of ice.",Physically present
Sudbury,46.49272,-80.991211,"In the spring of ’49 I talked with the man who lives nearest the pond in Sudbury, who told me that it was he who got out this tree ten or fifteen years before.",Unclear
Sudbury,46.49272,-80.991211,"When I looked across the pond from this peak toward the Sudbury meadows, which in time of flood I distinguished elevated perhaps by a mirage in their seething valley, like a coin in a basin, all the earth beyond the pond appeared like a thin crust insulated and floated even by this small sheet of interverting water, and I was reminded that this on which I dwelt was but dry land.
Though the view from my door was still more contracted, I did not feel crowded or confined in the least.",Unclear
Fair Haven Pond,30.51248535,-84.45078095388996,"There was ice still on the meadows, but it was all gone out of the river, and he dropped down without obstruction from Sudbury, where he lived, to Fair Haven Pond, which he found, unexpectedly, covered for the most part with a firm field of ice.",Physically present
Earth,34.2331373,-102.4107493,"It convinces me that Earth is still in her swaddling-clothes, and stretches forth baby fingers on every side.",Unclear
Aurora,41.7571701,-88.3147539,"


“The East-Wind withdrew to Aurora and the Nabathæn kingdom,

And the Persian, and the ridges placed under the morning rays.",Unclear
Aurora,41.7571701,-88.3147539,"All poets and heroes, like Memnon, are the children of Aurora, and emit their music at sunrise.",Likely physically present (positive sentiment)
Wayland,42.3632063,-71.3606721,"A very agricola laboriosus was I to travellers bound westward through Lincoln and Wayland to nobody knows where; they sitting at their ease in gigs, with elbows on knees, and reins loosely hanging in festoons; I the home-staying, laborious native of the soil.",Unclear
